entrez_gene_id	symbol	in_space_i	in_space_ii	in_space_iii	in_space_delta
1	A1BG	0	1	1	0
2	A2M	0	0	1	0
9	NAT1	0	1	1	0
10	NAT2	1	1	1	0
12	SERPINA3	1	1	1	0
13	AADAC	1	1	1	0
14	AAMP	0	1	1	0
15	AANAT	0	1	1	0
16	AARS	0	0	1	0
18	ABAT	1	1	1	0
19	ABCA1	0	0	1	0
21	ABCA3	0	1	1	0
22	ABCB7	1	1	1	0
23	ABCF1	1	1	1	0
25	ABL1	0	1	1	0
26	ABP1	1	1	1	0
27	ABL2	0	0	1	0
28	ABO	0	1	1	0
30	ACAA1	1	1	1	0
31	ACACA	0	0	1	0
33	ACADL	1	1	1	0
34	ACADM	1	1	1	0
35	ACADS	0	1	1	0
36	ACADSB	1	1	1	0
37	ACADVL	0	0	1	0
38	ACAT1	1	1	1	0
39	ACAT2	0	1	1	0
40	ASIC2	0	0	1	0
41	ASIC1	0	1	1	0
47	ACLY	1	1	1	0
48	ACO1	0	0	1	0
49	ACR	0	0	1	0
50	ACO2	0	0	1	0
51	ACOX1	1	1	1	0
52	ACP1	1	1	1	0
53	ACP2	0	0	1	0
54	ACP5	0	1	1	0
55	ACPP	1	1	1	0
56	ACRV1	1	1	1	0
58	ACTA1	1	1	1	0
59	ACTA2	1	1	1	0
60	ACTB	1	1	1	0
70	ACTC1	1	1	1	0
71	ACTG1	1	1	1	0
72	ACTG2	1	1	1	0
81	ACTN4	1	1	1	0
86	ACTL6A	1	1	1	0
87	ACTN1	1	1	1	0
88	ACTN2	0	1	1	0
89	ACTN3	0	1	1	0
90	ACVR1	1	1	1	0
91	ACVR1B	1	1	1	0
92	ACVR2A	0	1	1	0
93	ACVR2B	0	1	1	0
94	ACVRL1	0	1	1	0
95	ACY1	1	1	1	0
97	ACYP1	1	1	1	0
98	ACYP2	1	1	1	0
100	ADA	1	1	1	0
101	ADAM8	0	1	1	0
102	ADAM10	0	1	1	0
103	ADAR	0	0	1	0
104	ADARB1	0	0	1	0
105	ADARB2	0	0	1	0
108	ADCY2	0	0	1	0
109	ADCY3	0	1	1	0
111	ADCY5	0	0	1	0
114	ADCY8	0	0	1	0
115	ADCY9	0	0	1	0
116	ADCYAP1	0	0	1	0
117	ADCYAP1R1	0	1	1	0
118	ADD1	1	1	1	0
119	ADD2	0	1	1	0
120	ADD3	0	1	1	0
123	PLIN2	1	1	1	0
124	ADH1A	0	1	1	0
125	ADH1B	0	0	1	0
126	ADH1C	0	1	1	0
127	ADH4	0	1	1	0
128	ADH5	1	1	1	0
130	ADH6	0	0	1	0
131	ADH7	0	1	1	0
132	ADK	0	1	1	0
133	ADM	0	0	1	0
134	ADORA1	1	1	1	0
135	ADORA2A	1	1	1	0
136	ADORA2B	1	1	1	0
140	ADORA3	1	1	1	0
141	ADPRH	0	1	1	0
142	PARP1	0	0	1	0
143	PARP4	0	0	1	0
146	ADRA1D	0	0	1	0
150	ADRA2A	0	0	1	0
151	ADRA2B	0	0	1	0
152	ADRA2C	0	0	1	0
154	ADRB2	0	1	1	0
155	ADRB3	0	0	1	0
156	ADRBK1	1	1	1	0
157	ADRBK2	1	1	1	0
158	ADSL	1	1	1	0
159	ADSS	1	1	1	0
160	AP2A1	1	1	1	0
161	AP2A2	1	1	1	0
162	AP1B1	0	0	1	0
163	AP2B1	1	1	1	0
164	AP1G1	1	1	1	0
166	AES	0	1	1	0
167	CRISP1	0	0	1	0
172	AFG3L1P	1	1	1	0
173	AFM	0	1	1	0
174	AFP	1	1	1	0
175	AGA	1	1	1	0
177	AGER	0	1	1	0
178	AGL	0	0	1	0
181	AGRP	0	0	1	0
182	JAG1	0	1	1	0
183	AGT	1	1	1	0
185	AGTR1	1	1	1	0
187	APLNR	1	1	1	0
189	AGXT	0	0	1	0
190	NR0B1	1	1	1	0
191	AHCY	1	1	1	0
196	AHR	0	1	1	0
197	AHSG	0	1	1	0
199	AIF1	1	1	1	0
202	AIM1	0	0	1	0
203	AK1	1	1	1	0
204	AK2	0	1	1	0
205	AK4	1	1	1	0
207	AKT1	1	1	1	0
208	AKT2	0	1	1	0
211	ALAS1	1	1	1	0
212	ALAS2	1	1	1	0
213	ALB	0	1	1	0
214	ALCAM	0	0	1	0
215	ABCD1	0	0	1	0
216	ALDH1A1	1	1	1	0
217	ALDH2	1	1	1	0
218	ALDH3A1	1	1	1	0
219	ALDH1B1	1	1	1	0
220	ALDH1A3	1	1	1	0
221	ALDH3B1	1	1	1	0
222	ALDH3B2	1	1	1	0
224	ALDH3A2	1	1	1	0
226	ALDOA	0	1	1	0
229	ALDOB	0	0	1	0
230	ALDOC	0	1	1	0
231	AKR1B1	1	1	1	0
238	ALK	0	0	1	0
240	ALOX5	0	1	1	0
241	ALOX5AP	1	1	1	0
242	ALOX12B	0	1	1	0
244	ANXA8L2	1	1	1	0
246	ALOX15	0	0	1	0
247	ALOX15B	1	1	1	0
248	ALPI	0	1	1	0
249	ALPL	0	1	1	0
250	ALPP	1	1	1	0
251	ALPPL2	0	0	1	0
257	ALX3	0	0	1	0
258	AMBN	0	1	1	0
259	AMBP	0	1	1	0
262	AMD1	0	0	1	0
266	AMELY	0	0	1	0
267	AMFR	0	1	1	0
268	AMH	0	0	1	0
269	AMHR2	0	1	1	0
270	AMPD1	0	0	1	0
271	AMPD2	1	1	1	0
272	AMPD3	0	1	1	0
273	AMPH	1	1	1	0
274	BIN1	0	1	1	0
275	AMT	0	1	1	0
276	AMY1A	0	1	1	0
278	AMY1C	0	0	1	0
279	AMY2A	1	1	1	0
280	AMY2B	1	1	1	0
283	ANG	0	1	1	0
284	ANGPT1	0	1	1	0
285	ANGPT2	0	1	1	0
286	ANK1	0	1	1	0
288	ANK3	0	0	1	0
290	ANPEP	0	0	1	0
291	SLC25A4	1	1	1	0
292	SLC25A5	0	1	1	0
293	SLC25A6	1	1	1	0
301	ANXA1	1	1	1	0
302	ANXA2	1	1	1	0
306	ANXA3	0	1	1	0
307	ANXA4	1	1	1	0
308	ANXA5	1	1	1	0
309	ANXA6	1	1	1	0
310	ANXA7	1	1	1	0
311	ANXA11	1	1	1	0
312	ANXA13	0	1	1	0
313	AOAH	1	1	1	0
314	AOC2	0	0	1	0
316	AOX1	0	1	1	0
318	NUDT2	1	1	1	0
319	APOF	0	1	1	0
320	APBA1	0	0	1	0
321	APBA2	0	0	1	0
322	APBB1	1	1	1	0
323	APBB2	1	1	1	0
324	APC	0	0	1	0
325	APCS	1	1	1	0
326	AIRE	0	0	1	0
327	APEH	1	1	1	0
328	APEX1	1	1	1	0
329	BIRC2	1	1	1	0
330	BIRC3	0	1	1	0
331	XIAP	1	1	1	0
332	BIRC5	1	1	1	0
333	APLP1	1	1	1	0
334	APLP2	1	1	1	0
335	APOA1	1	1	1	0
336	APOA2	1	1	1	0
337	APOA4	0	1	1	0
338	APOB	0	0	1	0
341	APOC1	1	1	1	0
343	AQP8	0	1	1	0
344	APOC2	1	1	1	0
345	APOC3	1	1	1	0
346	APOC4	0	0	1	0
347	APOD	1	1	1	0
348	APOE	0	1	1	0
350	APOH	0	1	1	0
351	APP	1	1	1	0
353	APRT	0	1	1	0
354	KLK3	1	1	1	0
355	FAS	1	1	1	0
356	FASLG	0	1	1	0
358	AQP1	1	1	1	0
359	AQP2	0	0	1	0
360	AQP3	1	1	1	0
361	AQP4	0	1	1	0
362	AQP5	1	1	1	0
363	AQP6	0	0	1	0
364	AQP7	0	1	1	0
366	AQP9	0	1	1	0
367	AR	0	0	1	0
368	ABCC6	0	1	1	0
369	ARAF	1	1	1	0
372	ARCN1	0	0	1	0
373	TRIM23	1	1	1	0
374	AREG	1	1	1	0
375	ARF1	1	1	1	0
377	ARF3	1	1	1	0
378	ARF4	1	1	1	0
379	ARL4D	1	1	1	0
381	ARF5	1	1	1	0
382	ARF6	1	1	1	0
383	ARG1	0	1	1	0
384	ARG2	1	1	1	0
387	RHOA	1	1	1	0
388	RHOB	0	0	1	0
389	RHOC	1	1	1	0
390	RND3	1	1	1	0
391	RHOG	0	1	1	0
392	ARHGAP1	1	1	1	0
393	ARHGAP4	0	0	1	0
394	ARHGAP5	0	1	1	0
395	ARHGAP6	0	0	1	0
396	ARHGDIA	1	1	1	0
397	ARHGDIB	0	0	1	0
398	ARHGDIG	0	1	1	0
399	RHOH	1	1	1	0
400	ARL1	1	1	1	0
401	PHOX2A	0	0	1	0
402	ARL2	1	1	1	0
403	ARL3	0	0	1	0
405	ARNT	0	1	1	0
406	ARNTL	0	1	1	0
407	ARR3	1	1	1	0
408	ARRB1	1	1	1	0
409	ARRB2	1	1	1	0
410	ARSA	1	1	1	0
411	ARSB	0	0	1	0
412	STS	0	0	1	0
415	ARSE	0	1	1	0
416	ARSF	0	1	1	0
417	ART1	0	0	1	0
419	ART3	1	1	1	0
420	ART4	0	0	1	0
427	ASAH1	1	1	1	0
429	ASCL1	0	0	1	0
430	ASCL2	0	1	1	0
432	ASGR1	0	1	1	0
433	ASGR2	1	1	1	0
434	ASIP	0	1	1	0
435	ASL	1	1	1	0
438	ASMT	0	1	1	0
439	ASNA1	1	1	1	0
440	ASNS	1	1	1	0
443	ASPA	1	1	1	0
444	ASPH	0	1	1	0
445	ASS1	1	1	1	0
460	ASTN1	0	0	1	0
462	SERPINC1	0	1	1	0
463	ZFHX3	1	1	1	0
466	ATF1	0	1	1	0
467	ATF3	1	1	1	0
468	ATF4	1	1	1	0
471	ATIC	0	1	1	0
472	ATM	0	1	1	0
473	RERE	0	0	1	0
474	ATOH1	0	1	1	0
475	ATOX1	0	1	1	0
476	ATP1A1	0	0	1	0
477	ATP1A2	0	1	1	0
478	ATP1A3	1	1	1	0
479	ATP12A	1	1	1	0
480	ATP1A4	0	1	1	0
481	ATP1B1	1	1	1	0
482	ATP1B2	0	1	1	0
483	ATP1B3	1	1	1	0
486	FXYD2	1	1	1	0
487	ATP2A1	0	0	1	0
488	ATP2A2	1	1	1	0
489	ATP2A3	0	0	1	0
491	ATP2B2	0	1	1	0
492	ATP2B3	0	1	1	0
493	ATP2B4	0	1	1	0
495	ATP4A	0	0	1	0
496	ATP4B	1	1	1	0
498	ATP5A1	1	1	1	0
501	ALDH7A1	0	0	1	0
506	ATP5B	1	1	1	0
509	ATP5C1	1	1	1	0
513	ATP5D	1	1	1	0
514	ATP5E	0	0	1	0
515	ATP5F1	1	1	1	0
516	ATP5G1	1	1	1	0
517	ATP5G2	0	0	1	0
518	ATP5G3	0	1	1	0
521	ATP5I	1	1	1	0
522	ATP5J	1	1	1	0
525	ATP6V1B1	0	1	1	0
526	ATP6V1B2	1	1	1	0
527	ATP6V0C	1	1	1	0
528	ATP6V1C1	1	1	1	0
529	ATP6V1E1	0	1	1	0
533	ATP6V0B	1	1	1	0
534	ATP6V1G2	0	1	1	0
535	ATP6V0A1	1	1	1	0
537	ATP6AP1	0	1	1	0
539	ATP5O	1	1	1	0
540	ATP7B	0	1	1	0
547	KIF1A	0	1	1	0
549	AUH	0	1	1	0
550	AUP1	0	1	1	0
551	AVP	0	1	1	0
552	AVPR1A	0	0	1	0
553	AVPR1B	0	0	1	0
554	AVPR2	0	0	1	0
558	AXL	1	1	1	0
563	AZGP1	1	1	1	0
566	AZU1	0	1	1	0
567	B2M	1	1	1	0
570	BAAT	1	1	1	0
571	BACH1	0	1	1	0
572	BAD	1	1	1	0
573	BAG1	1	1	1	0
574	BAGE	0	1	1	0
575	BAI1	0	0	1	0
577	BAI3	0	1	1	0
578	BAK1	1	1	1	0
579	NKX3-2	0	0	1	0
580	BARD1	0	1	1	0
581	BAX	1	1	1	0
582	BBS1	0	1	1	0
583	BBS2	1	1	1	0
585	BBS4	1	1	1	0
586	BCAT1	1	1	1	0
587	BCAT2	1	1	1	0
590	BCHE	1	1	1	0
593	BCKDHA	0	0	1	0
594	BCKDHB	0	1	1	0
595	CCND1	0	1	1	0
596	BCL2	0	0	1	0
597	BCL2A1	1	1	1	0
598	BCL2L1	1	1	1	0
599	BCL2L2	0	1	1	0
602	BCL3	0	0	1	0
604	BCL6	0	1	1	0
605	BCL7A	0	1	1	0
607	BCL9	0	1	1	0
608	TNFRSF17	0	0	1	0
610	HCN2	0	0	1	0
611	OPN1SW	0	0	1	0
617	BCS1L	1	1	1	0
622	BDH1	1	1	1	0
623	BDKRB1	1	1	1	0
627	BDNF	1	1	1	0
629	CFB	1	1	1	0
631	BFSP1	0	1	1	0
632	BGLAP	0	1	1	0
633	BGN	1	1	1	0
634	CEACAM1	1	1	1	0
635	BHMT	1	1	1	0
637	BID	1	1	1	0
638	BIK	1	1	1	0
639	PRDM1	0	1	1	0
640	BLK	0	1	1	0
641	BLM	0	0	1	0
642	BLMH	1	1	1	0
644	BLVRA	1	1	1	0
645	BLVRB	0	0	1	0
646	BNC1	0	0	1	0
648	BMI1	1	1	1	0
649	BMP1	0	0	1	0
650	BMP2	0	0	1	0
651	BMP3	0	1	1	0
652	BMP4	1	1	1	0
653	BMP5	1	1	1	0
654	BMP6	0	0	1	0
655	BMP7	1	1	1	0
656	BMP8B	0	0	1	0
657	BMPR1A	1	1	1	0
658	BMPR1B	0	1	1	0
659	BMPR2	0	1	1	0
660	BMX	1	1	1	0
661	POLR3D	1	1	1	0
662	BNIP1	0	1	1	0
663	BNIP2	1	1	1	0
664	BNIP3	1	1	1	0
665	BNIP3L	1	1	1	0
666	BOK	0	0	1	0
667	DST	0	1	1	0
668	FOXL2	0	0	1	0
669	BPGM	1	1	1	0
670	BPHL	0	1	1	0
671	BPI	0	1	1	0
672	BRCA1	0	1	1	0
673	BRAF	0	0	1	0
675	BRCA2	0	0	1	0
676	BRDT	0	0	1	0
677	ZFP36L1	1	1	1	0
678	ZFP36L2	0	0	1	0
680	BRS3	0	0	1	0
682	BSG	1	1	1	0
683	BST1	0	0	1	0
684	BST2	1	1	1	0
685	BTC	1	1	1	0
686	BTD	1	1	1	0
687	KLF9	0	1	1	0
688	KLF5	0	0	1	0
689	BTF3	1	1	1	0
694	BTG1	1	1	1	0
695	BTK	0	1	1	0
696	BTN1A1	0	1	1	0
699	BUB1	1	1	1	0
701	BUB1B	1	1	1	0
705	BYSL	1	1	1	0
706	TSPO	1	1	1	0
708	C1QBP	0	1	1	0
710	SERPING1	0	1	1	0
711	C3orf51	0	0	1	0
712	C1QA	0	1	1	0
713	C1QB	1	1	1	0
714	C1QC	1	1	1	0
715	C1R	1	1	1	0
716	C1S	0	0	1	0
717	C2	0	0	1	0
718	C3	0	0	1	0
719	C3AR1	0	1	1	0
722	C4BPA	0	0	1	0
725	C4BPB	1	1	1	0
726	CAPN5	1	1	1	0
727	C5	0	1	1	0
728	C5AR1	1	1	1	0
729	C6	1	1	1	0
730	C7	0	1	1	0
731	C8A	0	1	1	0
732	C8B	0	1	1	0
733	C8G	0	1	1	0
734	OSGIN2	1	1	1	0
735	C9	0	1	1	0
740	MRPL49	1	1	1	0
741	ZNHIT2	0	0	1	0
744	MPPED2	1	1	1	0
745	C11orf9	0	1	1	0
746	C11orf10	0	0	1	0
747	DAGLA	0	0	1	0
750	C16orf3	0	0	1	0
752	FMNL1	1	1	1	0
753	C18orf1	0	1	1	0
754	PTTG1IP	1	1	1	0
755	C21orf2	0	1	1	0
757	TMEM50B	0	0	1	0
758	MPPED1	1	1	1	0
759	CA1	1	1	1	0
760	CA2	1	1	1	0
761	CA3	1	1	1	0
762	CA4	0	1	1	0
763	CA5A	0	0	1	0
765	CA6	1	1	1	0
766	CA7	1	1	1	0
767	CA8	1	1	1	0
768	CA9	1	1	1	0
770	CA11	1	1	1	0
771	CA12	1	1	1	0
775	CACNA1C	0	0	1	0
779	CACNA1S	0	1	1	0
780	DDR1	0	1	1	0
781	CACNA2D1	0	1	1	0
782	CACNB1	1	1	1	0
783	CACNB2	0	0	1	0
784	CACNB3	0	0	1	0
785	CACNB4	0	0	1	0
786	CACNG1	0	1	1	0
788	SLC25A20	1	1	1	0
794	CALB2	1	1	1	0
795	S100G	0	0	1	0
796	CALCA	0	1	1	0
797	CALCB	1	1	1	0
799	CALCR	0	1	1	0
800	CALD1	1	1	1	0
801	CALM1	1	1	1	0
805	CALM2	1	1	1	0
808	CALM3	1	1	1	0
810	CALML3	1	1	1	0
811	CALR	1	1	1	0
813	CALU	1	1	1	0
814	CAMK4	1	1	1	0
815	CAMK2A	0	0	1	0
816	CAMK2B	1	1	1	0
817	CAMK2D	1	1	1	0
818	CAMK2G	0	0	1	0
819	CAMLG	0	1	1	0
820	CAMP	0	1	1	0
821	CANX	1	1	1	0
822	CAPG	1	1	1	0
823	CAPN1	1	1	1	0
824	CAPN2	0	1	1	0
825	CAPN3	1	1	1	0
826	CAPNS1	1	1	1	0
827	CAPN6	1	1	1	0
828	CAPS	0	0	1	0
829	CAPZA1	0	0	1	0
830	CAPZA2	0	1	1	0
831	CAST	1	1	1	0
832	CAPZB	1	1	1	0
833	CARS	1	1	1	0
834	CASP1	0	1	1	0
835	CASP2	1	1	1	0
836	CASP3	1	1	1	0
837	CASP4	0	0	1	0
838	CASP5	0	1	1	0
839	CASP6	1	1	1	0
840	CASP7	1	1	1	0
841	CASP8	0	0	1	0
842	CASP9	1	1	1	0
843	CASP10	0	1	1	0
844	CASQ1	0	1	1	0
845	CASQ2	0	1	1	0
846	CASR	0	1	1	0
847	CAT	0	1	1	0
857	CAV1	1	1	1	0
858	CAV2	1	1	1	0
859	CAV3	0	1	1	0
860	RUNX2	0	0	1	0
861	RUNX1	0	0	1	0
862	RUNX1T1	1	1	1	0
863	CBFA2T3	0	0	1	0
864	RUNX3	0	0	1	0
865	CBFB	1	1	1	0
866	SERPINA6	0	1	1	0
868	CBLB	1	1	1	0
871	SERPINH1	1	1	1	0
873	CBR1	1	1	1	0
874	CBR3	1	1	1	0
875	CBS	1	1	1	0
881	CCIN	0	0	1	0
883	CCBL1	1	1	1	0
885	CCK	1	1	1	0
887	CCKBR	1	1	1	0
889	KRIT1	0	0	1	0
890	CCNA2	0	0	1	0
891	CCNB1	0	0	1	0
892	CCNC	0	1	1	0
894	CCND2	1	1	1	0
896	CCND3	1	1	1	0
898	CCNE1	0	1	1	0
899	CCNF	1	1	1	0
900	CCNG1	1	1	1	0
901	CCNG2	1	1	1	0
902	CCNH	1	1	1	0
905	CCNT2	0	1	1	0
908	CCT6A	0	1	1	0
909	CD1A	1	1	1	0
910	CD1B	0	1	1	0
911	CD1C	0	1	1	0
912	CD1D	1	1	1	0
913	CD1E	0	1	1	0
914	CD2	1	1	1	0
915	CD3D	0	1	1	0
916	CD3E	0	1	1	0
917	CD3G	0	1	1	0
919	CD247	1	1	1	0
920	CD4	1	1	1	0
921	CD5	0	0	1	0
922	CD5L	1	1	1	0
923	CD6	0	1	1	0
924	CD7	0	1	1	0
925	CD8A	0	0	1	0
926	CD8B	0	1	1	0
928	CD9	1	1	1	0
929	CD14	1	1	1	0
930	CD19	0	1	1	0
931	MS4A1	1	1	1	0
932	MS4A3	1	1	1	0
933	CD22	0	1	1	0
939	CD27	1	1	1	0
940	CD28	0	0	1	0
941	CD80	0	0	1	0
942	CD86	1	1	1	0
944	TNFSF8	0	0	1	0
945	CD33	1	1	1	0
946	SIGLEC6	1	1	1	0
947	CD34	1	1	1	0
948	CD36	0	1	1	0
949	SCARB1	1	1	1	0
950	SCARB2	1	1	1	0
951	CD37	0	1	1	0
952	CD38	1	1	1	0
953	ENTPD1	0	1	1	0
954	ENTPD2	1	1	1	0
955	ENTPD6	0	0	1	0
956	ENTPD3	1	1	1	0
957	ENTPD5	1	1	1	0
958	CD40	1	1	1	0
959	CD40LG	0	1	1	0
960	CD44	1	1	1	0
961	CD47	1	1	1	0
962	CD48	1	1	1	0
963	CD53	0	0	1	0
965	CD58	1	1	1	0
966	CD59	1	1	1	0
967	CD63	0	0	1	0
968	CD68	1	1	1	0
969	CD69	1	1	1	0
970	CD70	1	1	1	0
971	CD72	1	1	1	0
972	CD74	0	1	1	0
973	CD79A	0	1	1	0
974	CD79B	1	1	1	0
975	CD81	1	1	1	0
976	CD97	0	0	1	0
977	CD151	1	1	1	0
978	CDA	0	1	1	0
983	CDK1	1	1	1	0
988	CDC5L	1	1	1	0
989	SEPT7	0	1	1	0
990	CDC6	0	0	1	0
991	CDC20	1	1	1	0
993	CDC25A	1	1	1	0
994	CDC25B	0	0	1	0
995	CDC25C	1	1	1	0
996	CDC27	1	1	1	0
997	CDC34	1	1	1	0
998	CDC42	1	1	1	0
999	CDH1	0	1	1	0
1000	CDH2	0	1	1	0
1001	CDH3	0	1	1	0
1002	CDH4	0	0	1	0
1003	CDH5	0	0	1	0
1004	CDH6	1	1	1	0
1005	CDH7	0	0	1	0
1006	CDH8	0	1	1	0
1007	CDH9	0	1	1	0
1008	CDH10	0	0	1	0
1009	CDH11	1	1	1	0
1010	CDH12	0	0	1	0
1012	CDH13	1	1	1	0
1013	CDH15	0	1	1	0
1014	CDH16	1	1	1	0
1015	CDH17	0	1	1	0
1016	CDH18	1	1	1	0
1017	CDK2	1	1	1	0
1018	CDK3	0	0	1	0
1019	CDK4	1	1	1	0
1020	CDK5	1	1	1	0
1021	CDK6	1	1	1	0
1022	CDK7	1	1	1	0
1024	CDK8	0	1	1	0
1025	CDK9	1	1	1	0
1026	CDKN1A	1	1	1	0
1027	CDKN1B	1	1	1	0
1028	CDKN1C	0	0	1	0
1030	CDKN2B	1	1	1	0
1031	CDKN2C	0	1	1	0
1032	CDKN2D	1	1	1	0
1033	CDKN3	0	1	1	0
1036	CDO1	1	1	1	0
1038	CDR1	0	1	1	0
1039	CDR2	0	1	1	0
1040	CDS1	0	0	1	0
1041	CDSN	1	1	1	0
1043	CD52	1	1	1	0
1044	CDX1	0	1	1	0
1045	CDX2	0	1	1	0
1046	CDX4	0	1	1	0
1047	CLGN	1	1	1	0
1048	CEACAM5	1	1	1	0
1050	CEBPA	0	0	1	0
1051	CEBPB	0	0	1	0
1053	CEBPE	0	1	1	0
1054	CEBPG	1	1	1	0
1058	CENPA	1	1	1	0
1059	CENPB	0	0	1	0
1060	CENPC1	0	1	1	0
1066	CES1	1	1	1	0
1068	CETN1	1	1	1	0
1069	CETN2	1	1	1	0
1070	CETN3	1	1	1	0
1071	CETP	1	1	1	0
1072	CFL1	1	1	1	0
1073	CFL2	1	1	1	0
1075	CTSC	0	0	1	0
1080	CFTR	0	0	1	0
1081	CGA	1	1	1	0
1082	CGB	0	1	1	0
1084	CEACAM3	0	1	1	0
1087	CEACAM7	0	1	1	0
1088	CEACAM8	0	1	1	0
1101	CHAD	1	1	1	0
1102	RCBTB2	1	1	1	0
1103	CHAT	0	1	1	0
1104	RCC1	1	1	1	0
1105	CHD1	0	1	1	0
1106	CHD2	1	1	1	0
1108	CHD4	0	0	1	0
1109	AKR1C4	0	1	1	0
1111	CHEK1	0	0	1	0
1112	FOXN3	1	1	1	0
1113	CHGA	0	1	1	0
1114	CHGB	0	0	1	0
1116	CHI3L1	1	1	1	0
1117	CHI3L2	1	1	1	0
1118	CHIT1	0	1	1	0
1119	CHKA	0	0	1	0
1120	CHKB	0	1	1	0
1122	CHML	0	1	1	0
1123	CHN1	1	1	1	0
1124	CHN2	0	0	1	0
1128	CHRM1	1	1	1	0
1129	CHRM2	0	1	1	0
1131	CHRM3	0	1	1	0
1132	CHRM4	0	0	1	0
1133	CHRM5	0	1	1	0
1134	CHRNA1	1	1	1	0
1136	CHRNA3	1	1	1	0
1137	CHRNA4	0	1	1	0
1138	CHRNA5	1	1	1	0
1139	CHRNA7	1	1	1	0
1140	CHRNB1	1	1	1	0
1141	CHRNB2	0	0	1	0
1142	CHRNB3	0	1	1	0
1143	CHRNB4	0	0	1	0
1144	CHRND	0	0	1	0
1145	CHRNE	0	0	1	0
1146	CHRNG	0	1	1	0
1147	CHUK	0	0	1	0
1149	CIDEA	1	1	1	0
1152	CKB	1	1	1	0
1153	CIRBP	1	1	1	0
1154	CISH	1	1	1	0
1155	TBCB	1	1	1	0
1158	CKM	1	1	1	0
1159	CKMT1B	0	1	1	0
1160	CKMT2	1	1	1	0
1161	ERCC8	0	1	1	0
1163	CKS1B	1	1	1	0
1164	CKS2	1	1	1	0
1173	AP2M1	1	1	1	0
1174	AP1S1	1	1	1	0
1175	AP2S1	1	1	1	0
1176	AP3S1	0	1	1	0
1178	CLC	0	1	1	0
1179	CLCA1	0	0	1	0
1180	CLCN1	0	1	1	0
1181	CLCN2	1	1	1	0
1182	CLCN3	0	0	1	0
1183	CLCN4	0	1	1	0
1184	CLCN5	0	1	1	0
1185	CLCN6	0	1	1	0
1186	CLCN7	1	1	1	0
1187	CLCNKA	0	0	1	0
1188	CLCNKB	0	1	1	0
1191	CLU	1	1	1	0
1192	CLIC1	0	1	1	0
1193	CLIC2	0	1	1	0
1195	CLK1	1	1	1	0
1196	CLK2	1	1	1	0
1198	CLK3	1	1	1	0
1200	TPP1	1	1	1	0
1201	CLN3	1	1	1	0
1203	CLN5	0	0	1	0
1207	CLNS1A	0	1	1	0
1208	CLPS	1	1	1	0
1209	CLPTM1	1	1	1	0
1211	CLTA	1	1	1	0
1212	CLTB	1	1	1	0
1215	CMA1	0	1	1	0
1230	CCR1	0	1	1	0
1232	CCR3	1	1	1	0
1233	CCR4	0	1	1	0
1235	CCR6	1	1	1	0
1236	CCR7	0	0	1	0
1237	CCR8	0	0	1	0
1238	CCBP2	1	1	1	0
1240	CMKLR1	0	1	1	0
1241	LTB4R	0	1	1	0
1244	ABCC2	0	0	1	0
1258	CNGB1	0	0	1	0
1259	CNGA1	0	0	1	0
1260	CNGA2	0	1	1	0
1261	CNGA3	0	1	1	0
1262	CNGA4	0	1	1	0
1263	PLK3	1	1	1	0
1264	CNN1	1	1	1	0
1265	CNN2	0	1	1	0
1266	CNN3	0	1	1	0
1267	CNP	1	1	1	0
1268	CNR1	0	0	1	0
1269	CNR2	0	1	1	0
1270	CNTF	0	1	1	0
1271	CNTFR	1	1	1	0
1272	CNTN1	0	1	1	0
1277	COL1A1	1	1	1	0
1278	COL1A2	0	1	1	0
1280	COL2A1	1	1	1	0
1281	COL3A1	1	1	1	0
1282	COL4A1	0	0	1	0
1285	COL4A3	0	0	1	0
1287	COL4A5	0	1	1	0
1288	COL4A6	1	1	1	0
1290	COL5A2	0	0	1	0
1291	COL6A1	0	1	1	0
1292	COL6A2	0	0	1	0
1295	COL8A1	1	1	1	0
1296	COL8A2	0	1	1	0
1297	COL9A1	1	1	1	0
1298	COL9A2	0	0	1	0
1299	COL9A3	1	1	1	0
1300	COL10A1	0	1	1	0
1301	COL11A1	0	1	1	0
1306	COL15A1	0	0	1	0
1307	COL16A1	0	0	1	0
1308	COL17A1	0	0	1	0
1310	COL19A1	0	1	1	0
1311	COMP	0	1	1	0
1312	COMT	1	1	1	0
1314	COPA	0	0	1	0
1315	COPB1	1	1	1	0
1316	KLF6	1	1	1	0
1317	SLC31A1	1	1	1	0
1318	SLC31A2	0	1	1	0
1325	CORT	0	1	1	0
1326	MAP3K8	0	1	1	0
1327	COX4I1	1	1	1	0
1329	COX5B	1	1	1	0
1337	COX6A1	1	1	1	0
1339	COX6A2	1	1	1	0
1340	COX6B1	1	1	1	0
1345	COX6C	0	0	1	0
1346	COX7A1	0	0	1	0
1347	COX7A2	0	1	1	0
1349	COX7B	1	1	1	0
1350	COX7C	1	1	1	0
1351	COX8A	0	1	1	0
1352	COX10	1	1	1	0
1353	COX11	1	1	1	0
1355	COX15	0	0	1	0
1356	CP	0	1	1	0
1357	CPA1	1	1	1	0
1358	CPA2	1	1	1	0
1359	CPA3	0	1	1	0
1360	CPB1	1	1	1	0
1361	CPB2	1	1	1	0
1362	CPD	0	0	1	0
1363	CPE	1	1	1	0
1364	CLDN4	1	1	1	0
1365	CLDN3	1	1	1	0
1366	CLDN7	1	1	1	0
